sku,title,description,price,retail_price,images,brand,width,height,seat_height,depth,material,style,tags,condition
15266902,"""Three Kings"" (2023) By Cody Jimenez, Original Acrylic Painting","Cody Jimenez's ""Three Kings"" is an original, handmade acrylic painting that depicts a surreal portrait of three birds with piercing white eyes on a vibrant green background.

About the artist:
Cody Jimenez is an artist from Las Cruces, New Mexico and a recent alumnus of LCAD’s MFA program in Painting (2017).

Jimenez has been featured in multiple publications, including Juxtapoz Art + Culture Magazine. He has exhibited in group shows throughout southern California and the southwest, including Santa Fe, NM.

In 2018, he was 1 of 50 recipient's of the MexicanX Initiative Sponsorship to attend WorldCon76. The MexicanX Initiative was set up by Award Winning Illustrator John Picacio.
 
Jimenez explores mysterious forces in nature through use of allegory and anthropomorphism. Narrative based Imaginative Realism brings intrigue into his art. Light, color, texture, and shapes also push the narrative in the familiar yet magical world. He paint events of his personal life with odd and strangely beautiful elements derived from organic and inorganic natural phenomena. In his work, he brings physicality to ephemeral moments of human experiences.  

Jimenez is currently working with multiple galleries, including Abend Gallery. He is also a mentor in the graduate program of Laguna College of Art + Design.",450,,"https://a.1stdibscdn.com/cody-jimenez-paintings-three-kings-2023-by-cody-jimenez-original-acrylic-painting-for-sale-picture-2/a_13082/a_152669021729290914380/zg27dex0axm99a1khby7_master.jpg, https://a.1stdibscdn.com/cody-jimenez-paintings-three-kings-2023-by-cody-jimenez-original-acrylic-painting-for-sale-picture-3/a_13082/a_152669021729290922985/z8pw2skr3o4o1l4kxz0c_master.jpg, https://a.1stdibscdn.com/cody-jimenez-paintings-three-kings-2023-by-cody-jimenez-original-acrylic-painting-for-sale/a_13082/a_152669021729290900524/2krhx4v90a8x4qtdrtig_master.jpg, https://a.1stdibscdn.com/cody-jimenez-paintings-three-kings-2023-by-cody-jimenez-original-acrylic-painting-for-sale-picture-4/a_13082/a_152669021729290930678/psk0p4d79mmehuokovi8_master.jpg",Cody Jimenez,6.25,6.25,,1.0,"Acrylic, Panel, ",Surrealist,"Created in 2023, Period: 21st Century",Excellent
15266842,"""Sweet & Sour, Bone & Flesh"" (2023) By Destiny Bowman, Original Oil Painting","""Sweet & Sour, Bone & Flesh"" (2023) by Destiny Bowman is an original, handmade oil painting on wood panel that depicts a still-life featuring animal skulls, plants, fruit, and a disembodied humna hand.

About the artist: 
The artwork of emerging artist Destiny Bowman is something to be inspired by. With no formal university training, Bowman has made her way onto the Denver art scene with pure talent and an apprenticeship under none other than local master artist Daniel Sprick. Her still life works are reminiscent of Sprick’s, the amount of detail and vitality within each painting exemplifies her dedication to honing her craft. The finished pieces tend toward the photographic, Bowman’s sense of realism and ability to depict things with such precision is an art in and of itself.

Given that she is just now beginning to exhibit her work in a gallery context, it’s clear that her path to success is already laid out. She was featured in SouthWest Art’s 21 Under 31: Young Artists to Watch in 2014, and has garnered many more followers since. We are so pleased to be exhibiting her work here at Abend.",950,,"https://a.1stdibscdn.com/destiny-bowman-paintings-sweet-sour-bone-flesh-2023-by-destiny-bowman-original-oil-painting-for-sale-picture-3/a_13082/a_152668421729289862484/f6rh6ff2257v0r12srj23_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-sweet-sour-bone-flesh-2023-by-destiny-bowman-original-oil-painting-for-sale-picture-6/a_13082/a_152668421729289881806/f6rh6ff2257v0r12srj25_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-sweet-sour-bone-flesh-2023-by-destiny-bowman-original-oil-painting-for-sale-picture-5/a_13082/a_152668421729289875849/f6rh6ff2257v0r12srj26_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-sweet-sour-bone-flesh-2023-by-destiny-bowman-original-oil-painting-for-sale-picture-2/a_13082/a_152668421729289855705/f6rh6ff2257v0r12srj22_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-sweet-sour-bone-flesh-2023-by-destiny-bowman-original-oil-painting-for-sale/a_13082/a_152668421729289826789/f6rh6ff2257v0r12srj2_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-sweet-sour-bone-flesh-2023-by-destiny-bowman-original-oil-painting-for-sale-picture-4/a_13082/a_152668421729289869671/f6rh6ff2257v0r12srj24_master.jpg",Destiny Bowman,27.0,23.0,,1.0,"Oil, Wood Panel, ",Realist,"Created in 2023, Period: 2010-",Excellent
15266882,"""Raven"" (2023) By Cody Jimenez, Original Acrylic Painting","Cody Jimenez's ""Raven"" is an original, handmade acrylic painting that depicts a surreal portrait of a raven with piercing white eyes on a vibrant pink background.

About the artist:
Cody Jimenez is an artist from Las Cruces, New Mexico and a recent alumnus of LCAD’s MFA program in Painting (2017).

Jimenez has been featured in multiple publications, including Juxtapoz Art + Culture Magazine. He has exhibited in group shows throughout southern California and the southwest, including Santa Fe, NM.

In 2018, he was 1 of 50 recipient's of the MexicanX Initiative Sponsorship to attend WorldCon76. The MexicanX Initiative was set up by Award Winning Illustrator John Picacio.
 
Jimenez explores mysterious forces in nature through use of allegory and anthropomorphism. Narrative based Imaginative Realism brings intrigue into his art. Light, color, texture, and shapes also push the narrative in the familiar yet magical world. He paint events of his personal life with odd and strangely beautiful elements derived from organic and inorganic natural phenomena. In his work, he brings physicality to ephemeral moments of human experiences.  

Jimenez is currently working with multiple galleries, including Abend Gallery. He is also a mentor in the graduate program of Laguna College of Art + Design.",450,,"https://a.1stdibscdn.com/cody-jimenez-paintings-raven-2023-by-cody-jimenez-original-acrylic-painting-for-sale-picture-2/a_13082/a_152668821729290421878/o3gttzts6bcztah4vx5p_master.jpg, https://a.1stdibscdn.com/cody-jimenez-paintings-raven-2023-by-cody-jimenez-original-acrylic-painting-for-sale-picture-4/a_13082/a_152668821729290441498/gz75y0u1hqxnh0hk5sdi_master.jpg, https://a.1stdibscdn.com/cody-jimenez-paintings-raven-2023-by-cody-jimenez-original-acrylic-painting-for-sale/a_13082/a_152668821729290409114/064gs2g2ebwmngbr0ehr_master.jpg, https://a.1stdibscdn.com/cody-jimenez-paintings-raven-2023-by-cody-jimenez-original-acrylic-painting-for-sale-picture-3/a_13082/a_152668821729290433745/ri3puutjnrmgjulbfx3z_master.jpg",Cody Jimenez,6.25,6.25,,1.0,"Panel, Acrylic, ",Surrealist,"Created in 2023, Period: 21st Century",Excellent
15266032,"""Doorway"" (2023) By Kevin Yaun, Original Oil Painting","""Doorway"" (2023) by Kevin Yaun is an original, handmade impressionist painting depicting the view of a cityscape through an open door.


Kevin Yaun, an abstract impressionist painter based in Dana Point, California, captures everyday scenes with bold brushwork and a minimalist palette. Through his oil paintings, he conveys the essence of each object by skillfully playing with light and shadow. Inspired by street scenes in Venice and Santa Monica, Kevin's art invites viewers to engage with the beauty and authenticity of the world around them. Transitioning from a career in advertising, he now dedicates himself to painting full-time, participating in group exhibitions to further refine his craft. With an abstract impressionist style that resonates, Kevin's works evoke emotions and create a lasting impact, inviting contemplation and appreciation of the simplicity in everyday moments.

""In painting, I strive to capture the essence of a moment, conveying the emotions and energy within each scene."" - Kevin Yaun",1600,,"https://a.1stdibscdn.com/destiny-bowman-paintings-doorway-2023-by-kevin-yaun-original-oil-painting-for-sale-picture-3/a_13082/a_152660321729286382624/jfzpkqy06tkxruy1iq4j_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-doorway-2023-by-kevin-yaun-original-oil-painting-for-sale/a_13082/a_152660321729286355238/e5xisu1yc7lry7t47pbr_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-doorway-2023-by-kevin-yaun-original-oil-painting-for-sale-picture-4/a_13082/a_152660321729286388976/ykny61lsliwvybzlphg6_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-doorway-2023-by-kevin-yaun-original-oil-painting-for-sale-picture-2/a_13082/a_152660321729286369193/6ka6u4zq622yfhongrsz_master.jpg",Kevin Yaun,17.0,21.0,,1.0,"Oil, Panel, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15266012,"""Monkeys and Stones"" (2023) By Destiny Bowman, Original Oil Still-Life Painting","""Monkeys and Stones"" (2023) by Destiny Bowman is an original, handmade oil painting on wood panel that depicts a still-life featuring a monkey skull, an orange, and various stones all in dim light.

About the artist: 
The artwork of emerging artist Destiny Bowman is something to be inspired by. With no formal university training, Bowman has made her way onto the Denver art scene with pure talent and an apprenticeship under none other than local master artist Daniel Sprick. Her still life works are reminiscent of Sprick’s, the amount of detail and vitality within each painting exemplifies her dedication to honing her craft. The finished pieces tend toward the photographic, Bowman’s sense of realism and ability to depict things with such precision is an art in and of itself.

Given that she is just now beginning to exhibit her work in a gallery context, it’s clear that her path to success is already laid out. She was featured in SouthWest Art’s 21 Under 31: Young Artists to Watch in 2014, and has garnered many more followers since. We are so pleased to be exhibiting her work here at Abend.",450,,"https://a.1stdibscdn.com/destiny-bowman-paintings-monkeys-and-stones-2023-by-destiny-bowman-original-oil-still-life-painting-for-sale-picture-5/a_13082/a_152660121729285865954/i8mm9u8tilv1ajmsvqkq5_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-monkeys-and-stones-2023-by-destiny-bowman-original-oil-still-life-painting-for-sale-picture-3/a_13082/a_152660121729285827149/i8mm9u8tilv1ajmsvqkq3_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-monkeys-and-stones-2023-by-destiny-bowman-original-oil-still-life-painting-for-sale-picture-2/a_13082/a_152660121729285816226/i8mm9u8tilv1ajmsvqkq2_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-monkeys-and-stones-2023-by-destiny-bowman-original-oil-still-life-painting-for-sale/a_13082/a_152660121729285775030/i8mm9u8tilv1ajmsvqkq_master.jpg, https://a.1stdibscdn.com/destiny-bowman-paintings-monkeys-and-stones-2023-by-destiny-bowman-original-oil-still-life-painting-for-sale-picture-4/a_13082/a_152660121729285860596/i8mm9u8tilv1ajmsvqkq4_master.jpg",Destiny Bowman,16.0,14.0,,1.0,"Oil, Wood Panel, ",Realist,"Created in 2023, Period: 2010-",Excellent
15267162,"""The Omen of Nature"" (2022) By Yuko Montgomery, Original Oil Painting of Owl","Yuko Montgomery's ""The Omen of Nature"" is an original, handmade oil painting that depicts a close up portrait of a owl with a surreal sky background.

Born in Chiba, Japan, Yuko was reared by parents who appreciated every aspect of art. As a child growing up in Bangladesh her creative talents began to flourish. In 2000, Yuko attended Tama Art University in Tokyo majoring in oil painting. At that time, her method of expression gradually shifted from canvas to jewelry design. As a result, Yuko launched a jewelry brand while simultaneously attending school. Her jewelry has been sold worldwide and has collaborated with popular fashion brands.

Yuko spent several years in the Netherlands and the United States and moved to Nagasaki Japan, where it’s surrounded by beautiful mountains and the blue ocean. She was deeply impressed by the majestic nature and animals there and that led her soul to start painting again.

Yuko channels her enthusiasm for the amazing characteristics of the animals formed in the process of evolution onto canvas. Employing academic oil painting techniques in the creations of her pieces, Yuko believes that oil gives life to her art because the medium ""works inquisitively as if it has its spirit"".

Her works are housed in private collections widely around the world. Yuko is also passionate about preserving beautiful nature and the planet earth for the next generation. By donating a portion of the art sales, she contributes to nature conservation activities.",1780,,"https://a.1stdibscdn.com/yuko-montgomery-paintings-the-omen-of-nature-2022-by-yuko-montgomery-original-oil-canvas-of-owl-for-sale/a_13082/a_152671621729294856222/d2wzw6wpdutwvt9rqfba_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-omen-of-nature-2022-by-yuko-montgomery-original-oil-canvas-of-owl-for-sale-picture-3/a_13082/a_152671621729294889461/akwtjneatdleli77md61_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-omen-of-nature-2022-by-yuko-montgomery-original-oil-canvas-of-owl-for-sale-picture-4/a_13082/a_152671621729294894297/aae5x7oi1b22krpdfluy_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-omen-of-nature-2022-by-yuko-montgomery-original-oil-canvas-of-owl-for-sale-picture-2/a_13082/a_152671621729294872151/awdgzu819kce2b6g94fw_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-omen-of-nature-2022-by-yuko-montgomery-original-oil-canvas-of-owl-for-sale-picture-5/a_13082/a_152671621729294899656/bagbakv7k6rgt44akylk_master.jpg",Yuko Montgomery,9.5,13.0,,1.0,"Oil, Wood Panel, ",Surrealist,"Created in 2022, Period: 21st Century",Excellent
15267042,"""The Messenger of Zimbabwe"" (2023) By Yuko Montgomery, Original Oil Painting","Yuko Montgomery's ""The Messenger of Zimbabwe"" is an original, handmade oil painting that depicts a close up portrait of a bird with a surreal sky background.

Born in Chiba, Japan, Yuko was reared by parents who appreciated every aspect of art. As a child growing up in Bangladesh her creative talents began to flourish. In 2000, Yuko attended Tama Art University in Tokyo majoring in oil painting. At that time, her method of expression gradually shifted from canvas to jewelry design. As a result, Yuko launched a jewelry brand while simultaneously attending school. Her jewelry has been sold worldwide and has collaborated with popular fashion brands.

Yuko spent several years in the Netherlands and the United States and moved to Nagasaki Japan, where it’s surrounded by beautiful mountains and the blue ocean. She was deeply impressed by the majestic nature and animals there and that led her soul to start painting again.

Yuko channels her enthusiasm for the amazing characteristics of the animals formed in the process of evolution onto canvas. Employing academic oil painting techniques in the creations of her pieces, Yuko believes that oil gives life to her art because the medium ""works inquisitively as if it has its spirit"".

Her works are housed in private collections widely around the world. Yuko is also passionate about preserving beautiful nature and the planet earth for the next generation. By donating a portion of the art sales, she contributes to nature conservation activities.",2020,,"https://a.1stdibscdn.com/yuko-montgomery-paintings-the-messenger-of-zimbabwe-2023-by-yuko-montgomery-original-oil-canvas-for-sale-picture-4/a_13082/a_152670421729293968207/9nqxodnhj3h8yclxot0a_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-messenger-of-zimbabwe-2023-by-yuko-montgomery-original-oil-canvas-for-sale-picture-5/a_13082/a_152670421729294162737/shg3fx2vrclvtdmx1k7g_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-messenger-of-zimbabwe-2023-by-yuko-montgomery-original-oil-canvas-for-sale-picture-6/a_13082/a_152670421729294169709/buvdms4nrw4tnxo2ywja_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-messenger-of-zimbabwe-2023-by-yuko-montgomery-original-oil-canvas-for-sale-picture-7/a_13082/a_152670421729294177662/z82cp11zgjhqp70h336z_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-messenger-of-zimbabwe-2023-by-yuko-montgomery-original-oil-canvas-for-sale-picture-3/a_13082/a_152670421729293940719/1i1x6cqhhhg84w7kbbms_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-messenger-of-zimbabwe-2023-by-yuko-montgomery-original-oil-canvas-for-sale-picture-2/a_13082/a_152670421729293931474/kcu7br06dhsgr3zy5tn3_master.jpg, https://a.1stdibscdn.com/yuko-montgomery-paintings-the-messenger-of-zimbabwe-2023-by-yuko-montgomery-original-oil-canvas-for-sale/a_13082/a_152670421729293889004/ntognhnw0narstx57lsa_master.jpg",Yuko Montgomery,16.0,12.5,,1.0,"Oil, Wood Panel, ",Surrealist,"Created in 2023, Period: 21st Century",Excellent
15260462,"""Champagne"" (2022) by Emma Kalff, Original Oil Painting of Cityscape","""Champagne"" by Emma Kalff (United States) is a handmade landscape oil painting depicting a night time city scene with a blurry figure on the right side.

Emma Kalff is a Dutch-born painter who explores the line between realism and surrealism in her dream-like compositions. Her work has been featured in Southwest Art magazine’s 21 Under 31, as well as American Art Collector, Aesthetica magazine, and Studio Visit magazine. Kalff’s paintings are in private and public collections, and her work has been shown at the Wausau Museum of Contemporary Art in Wausau, WI.

Kalff was classically trained in oil painting under American realist painter Auseklis Ozols at the New Orleans Academy of Fine Arts. She is currently based in Colorado.",3000,,"https://a.1stdibscdn.com/emma-kalff-paintings-champagne-2022-by-emma-kalff-original-oil-painting-of-cityscape-for-sale/a_13082/a_152604621729207671805/hjegweacmxrad5mj52rz_master.jpg, https://a.1stdibscdn.com/emma-kalff-paintings-champagne-2022-by-emma-kalff-original-oil-painting-of-cityscape-for-sale-picture-2/a_13082/a_152604621729207685323/tuzf14uyic66i1rvoi39_master.jpg, https://a.1stdibscdn.com/emma-kalff-paintings-champagne-2022-by-emma-kalff-original-oil-painting-of-cityscape-for-sale-picture-3/a_13082/a_152604621729207698876/3fl2b8kmpt2bovs1k5ji_master.jpg, https://a.1stdibscdn.com/emma-kalff-paintings-champagne-2022-by-emma-kalff-original-oil-painting-of-cityscape-for-sale-picture-5/a_13082/a_152604621729207712187/ayiugku2w0l8c8uwdxd7_master.jpg, https://a.1stdibscdn.com/emma-kalff-paintings-champagne-2022-by-emma-kalff-original-oil-painting-of-cityscape-for-sale-picture-4/a_13082/a_152604621729207706281/2ldfh835p2n0qasji8wy_master.jpg","Emma Kalff(1993, American)",26.0,11.5,,0.5,"Oil, Panel, ",Realist,"Created in 2022, Period: 21st Century",Excellent
15260522,"""Hudson Gardens"" (2023) By Harold Deist, Original Impressionist Landscape","""Hudson Gardens"" (2023) Is a beautiful impressionist landscape by contemporary painter Harold Deist, which depicts an autumn landscape with trees overhanging a river in warm sunlight.

Harold Deist has been painting since he received his Bachelor of Fine Arts from the University of Colorado in 1976. Using oils as his primary medium, his subjects include the Colorado mountains, southwest landscapes and wildlife. Often, he travels to the Taos and Santa Fe area where he enjoys capturing the adobe homes nestled in the hills of the Sangre De Cristo mountains.

His paintings have been accepted in many juried shows including the competition for the National Arts for the Parks, The Best and the Brightest of Scottsdale Artists school, and the Wichita Small Oil Painting Exhibition. In the Art for the Parks, his work was selected for the permanent collection, and another was selected for the publicity brochures.

Mr. Deist is a continuing student of color, light and composition. Painting on sight allows him to capture accurate color and color relationships. It also keeps him in touch with the source of his work: The miraculous shades of beauty that tickle the eyes and enliven the spirit.",1100,,"https://a.1stdibscdn.com/harold-deist-paintings-hudson-gardens-2023-by-harold-deist-original-impressionist-landscape-for-sale-picture-3/a_13082/a_152605221729208751768/eplmjntr5p5edgjvq5s1_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-hudson-gardens-2023-by-harold-deist-original-impressionist-landscape-for-sale-picture-2/a_13082/a_152605221729208745322/lo6tkiaobxsdrq52fdhn_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-hudson-gardens-2023-by-harold-deist-original-impressionist-landscape-for-sale/a_13082/a_152605221729208720811/f0d30h0tocdow0wse1oy_master.jpg",Harold Deist,16.0,20.0,,1.0,"Canvas, Oil, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15260492,"""Sunny Chamisa"" (2023) By Harold Deist, Original Impressionist Landscape","""Sunny Chamisa"" (2023) Is a beautiful impressionist landscape by contemporary painter Harold Deist, which depicts a tree with bright green and yellow leaves.

Harold Deist has been painting since he received his Bachelor of Fine Arts from the University of Colorado in 1976. Using oils as his primary medium, his subjects include the Colorado mountains, southwest landscapes and wildlife. Often, he travels to the Taos and Santa Fe area where he enjoys capturing the adobe homes nestled in the hills of the Sangre De Cristo mountains.

His paintings have been accepted in many juried shows including the competition for the National Arts for the Parks, The Best and the Brightest of Scottsdale Artists school, and the Wichita Small Oil Painting Exhibition. In the Art for the Parks, his work was selected for the permanent collection, and another was selected for the publicity brochures.

Mr. Deist is a continuing student of color, light and composition. Painting on sight allows him to capture accurate color and color relationships. It also keeps him in touch with the source of his work: The miraculous shades of beauty that tickle the eyes and enliven the spirit.",900,,"https://a.1stdibscdn.com/harold-deist-paintings-sunny-chamisa-2023-by-harold-deist-original-impressionist-landscape-for-sale/a_13082/a_152604921729208412175/3rit0u2f0cwqtxuvhkir_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-sunny-chamisa-2023-by-harold-deist-original-impressionist-landscape-for-sale-picture-2/a_13082/a_152604921729208449024/3rit0u2f0cwqtxuvhkir2_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-sunny-chamisa-2023-by-harold-deist-original-impressionist-landscape-for-sale-picture-3/a_13082/a_152604921729208467972/3rit0u2f0cwqtxuvhkir3_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-sunny-chamisa-2023-by-harold-deist-original-impressionist-landscape-for-sale-picture-4/a_13082/a_152604921729208477175/3rit0u2f0cwqtxuvhkir4_master.jpg",Harold Deist,20.0,16.0,,1.0,"Canvas, Oil, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15260422,"""Duck Sitting"" (2021) By Jim Beckner, Original Oil Painting","Jim Beckner's (US based) ""Duck Sitting"" is an original, handmade oil painting on board that depicts a duck resting in a pond amongst the lily pads and tall grass.

About the Artist:

(Born 1970)
Denver-based artist Jim Beckner creates vibrant urban landscapes that pulse with city life. His use of clean, jewel-like pigments and energetic brushwork reflects the rhythms of bustling streets and city lights. He employs color and movement as his principal driving forces, replacing form and outline, a unique style rooted in his time at Colorado State University.

Born and raised in Lakewood, CO, art was integral to Beckner's family. His father, a watercolor artist, was instrumental in nurturing his creative inclinations from a young age. Beckner's deep connection to the city was fueled by family trips into downtown Denver, fostering an appreciation for its edginess.

His artistic journey has seen various styles from post-Impressionism to fauvism, all of which heavily rely on a robust color palette. His works often dance on the boundary of abstraction, distilling forms into bold blocks of color. This stylistic fluidity reveals a dynamic artist, capable of varying moods and rhythms within his work, akin to an album of different songs by the same musician.

Beyond his urban scenes, Beckner also explores human figures as subjects, employing color harmonies while maintaining a sense of realism. He imbues his paintings with emotional quality, making his canvases come alive with city sights and sounds.

Beckner works from his Colorado home studio, and his pieces, inspired by diverse city life and personal relationships, continue to captivate audiences, reflecting his unwavering commitment to innovative visual expression.",400,,"https://a.1stdibscdn.com/jim-beckner-paintings-duck-sitting-2021-by-jim-beckner-original-oil-painting-for-sale-picture-4/a_13082/a_152604221729206306202/3jsvofjhvgijt2rjelea4_master.jpg, https://a.1stdibscdn.com/jim-beckner-paintings-duck-sitting-2021-by-jim-beckner-original-oil-painting-for-sale/a_13082/a_152604221729206185845/3jsvofjhvgijt2rjelea_master.jpg, https://a.1stdibscdn.com/jim-beckner-paintings-duck-sitting-2021-by-jim-beckner-original-oil-painting-for-sale-picture-5/a_13082/a_152604221729206342085/3jsvofjhvgijt2rjelea5_master.jpg, https://a.1stdibscdn.com/jim-beckner-paintings-duck-sitting-2021-by-jim-beckner-original-oil-painting-for-sale-picture-6/a_13082/a_152604221729206353852/3jsvofjhvgijt2rjelea6_master.jpg, https://a.1stdibscdn.com/jim-beckner-paintings-duck-sitting-2021-by-jim-beckner-original-oil-painting-for-sale-picture-2/a_13082/a_152604221729206297427/3jsvofjhvgijt2rjelea2_master.jpg, https://a.1stdibscdn.com/jim-beckner-paintings-duck-sitting-2021-by-jim-beckner-original-oil-painting-for-sale-picture-3/a_13082/a_152604221729206302504/3jsvofjhvgijt2rjelea3_master.jpg",Jim Beckner,10.0,8.0,,1.0,"Canvas, Oil, ",Impressionist,"Created in 2021, Period: 2010-",Excellent
15260542,"""Dawson Butte Sunset"" (2022) By Harold Deist, Original Impressionist Landscape","""Dawson Butte Sunset"" (2022) Is a beautiful impressionist landscape by contemporary painter Harold Deist, which depicts a valley with large clouds above during sunset.

Harold Deist has been painting since he received his Bachelor of Fine Arts from the University of Colorado in 1976. Using oils as his primary medium, his subjects include the Colorado mountains, southwest landscapes and wildlife. Often, he travels to the Taos and Santa Fe area where he enjoys capturing the adobe homes nestled in the hills of the Sangre De Cristo mountains.

His paintings have been accepted in many juried shows including the competition for the National Arts for the Parks, The Best and the Brightest of Scottsdale Artists school, and the Wichita Small Oil Painting Exhibition. In the Art for the Parks, his work was selected for the permanent collection, and another was selected for the publicity brochures.

Mr. Deist is a continuing student of color, light and composition. Painting on sight allows him to capture accurate color and color relationships. It also keeps him in touch with the source of his work: The miraculous shades of beauty that tickle the eyes and enliven the spirit.",950,,"https://a.1stdibscdn.com/harold-deist-paintings-dawson-butte-sunset-2022-by-harold-deist-original-impressionist-landscape-for-sale/a_13082/a_152605421729209155311/rlrwjfagjnu8273s2jjz_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-dawson-butte-sunset-2022-by-harold-deist-original-impressionist-landscape-for-sale-picture-5/a_13082/a_152605421729209242050/rlrwjfagjnu8273s2jjz5_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-dawson-butte-sunset-2022-by-harold-deist-original-impressionist-landscape-for-sale-picture-4/a_13082/a_152605421729209236980/rlrwjfagjnu8273s2jjz4_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-dawson-butte-sunset-2022-by-harold-deist-original-impressionist-landscape-for-sale-picture-2/a_13082/a_152605421729209176928/rlrwjfagjnu8273s2jjz2_master.jpg, https://a.1stdibscdn.com/harold-deist-paintings-dawson-butte-sunset-2022-by-harold-deist-original-impressionist-landscape-for-sale-picture-3/a_13082/a_152605421729209219777/rlrwjfagjnu8273s2jjz3_master.jpg",Harold Deist,19.0,14.0,,1.5,"Canvas, Oil, ",Impressionist,"Created in 2022, Period: 2010-",Excellent
15260062,"""Bride I"" (2022) By J. Adam McGalliard, Original Pastel Illustration","""Bride I"" (2022) by J. Adam McGalliard is an original, handmade pastel illustration that depicts a portrait of a mannequin wearing a wedding gown and mask in the forest.


J. Adam McGalliard is a Contemporary Realist artist that blends classical oil painting techniques with cutting-edge technology to investigate identity, myth, and societal divides. His layered work delves into personal narratives, archetypes, and human-nature relationships. The Erewhon series envisions potential futures in surreal landscapes, while Projections and Personas explore individual expressions and societal roles. Mentored by Vincent Desiderio and Steven Assael at the New York Academy of Art, McGalliard developed his distinctive aesthetic during his MFA studies. His work has graced prestigious venues such as Sotheby's, Museo de la Ciudad de México, and Winterrundgang der SpinnereiGalerien in Leipzig, Germany.",925,,"https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-bride-i-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-3/a_13082/a_152600621729202523868/67qc5dtktpngez7fm6sv3_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-bride-i-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-4/a_13082/a_152600621729202529161/67qc5dtktpngez7fm6sv4_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-bride-i-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale/a_13082/a_152600621729202047156/67qc5dtktpngez7fm6sv_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-bride-i-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-2/a_13082/a_152600621729202506876/67qc5dtktpngez7fm6sv2_master.jpg",J. Adam McGalliard,8.0,8.0,,1.0,"Paper, Pastel, ",Realist,"Created in 2022, Period: 21st Century",Excellent
